 year doy hour dst
 2021 55 13 -9
 2021 55 14 -9
 2021 55 15 -8
 2021 55 16 -9
 2021 55 17 -15
 2021 55 18 -24
 2021 55 19 -30
 2021 55 20 -27
 2021 55 21 -29
 2021 55 22 -38
 2021 55 23 -95
 2021 56 0 -49
 2021 56 1 -40
 2021 56 2 -40
 2021 56 3 -39
 2021 56 4 -38
 2021 56 5 -37
 2021 56 6 -36
 2021 56 7 -33
 2021 56 8 -30
 2021 56 9 -30
 2021 56 10 -29
 2021 56 11 -23
 2021 56 12 -17
 2021 56 13 -11
 2021 56 14 -9
 2021 56 15 -10
 2021 56 16 -13
 2021 56 17 -17
 2021 56 18 -16
 2021 56 19 -17
 2021 56 20 -19
 2021 56 21 -21
 2021 56 22 -23
 2021 56 23 -27
 2021 57 0 -24
 2021 57 1 -24
 2021 57 2 -25
 2021 57 3 -25
 2021 57 4 -23
 2021 57 5 -20
 2021 57 6 -16
 2021 57 7 -13
 2021 57 8 -13
 2021 57 9 -11
 2021 57 10 -10
 2021 57 11 -8
 2021 57 12 -3
 2021 57 13 -3
 2021 57 14 -6
 2021 57 15 3
 2021 57 16 3
 2021 57 17 -4
 2021 57 18 10
 2021 57 19 13
 2021 57 20 13
 2021 57 21 14
 2021 57 22 11
 2021 57 23 8
 2021 58 0 5
 2021 58 1 2
 2021 58 2 0
 2021 58 3 0
 2021 58 4 0
 2021 58 5 -1
 2021 58 6 -2
 2021 58 7 0
 2021 58 8 4
 2021 58 9 4
 2021 58 10 3
 2021 58 11 3
 2021 58 12 1
 2021 58 13 0
 2021 58 14 2
 2021 58 15 0
 2021 58 16 1
 2021 58 17 1
 2021 58 18 0
 2021 58 19 -2
 2021 58 20 -3
 2021 58 21 -2
 2021 58 22 -1
 2021 58 23 -2
 2021 59 0 -3
 2021 59 1 -5
 2021 59 2 -9
 2021 59 3 -8
 2021 59 4 -6
 2021 59 5 -4
 2021 59 6 1
 2021 59 7 3
 2021 59 8 6
 2021 59 9 9
 2021 59 10 12
 2021 59 11 12
 2021 59 12 12
 2021 59 13 12
 2021 59 14 12
 2021 59 15 10
 2021 59 16 8
 2021 59 17 4
 2021 59 18 2
 2021 59 19 -1
 2021 59 20 -4
 2021 59 21 -4
 2021 59 22 2
 2021 59 23 18
 2021 60 0 16
 2021 60 1 10
 2021 60 2 -5
 2021 60 3 -26
 2021 60 4 -43
 2021 60 5 -53
 2021 60 6 -59
 2021 60 7 -51
 2021 60 8 -47
 2021 60 9 -44
 2021 60 10 -40
 2021 60 11 -34
 2021 60 12 -30
 2021 60 13 -26
 2021 60 14 -23
 2021 60 15 -25
 2021 60 16 -22
 2021 60 17 -22
 2021 60 18 -26
 2021 60 19 -26
 2021 60 20 -24
 2021 60 21 -24
 2021 60 22 -18
 2021 60 23 -14
 2021 61 0 -13
 2021 61 1 -12
 2021 61 2 -12
 2021 61 3 -12
 2021 61 4 -14
 2021 61 5 -11
 2021 61 6 -8
 2021 61 7 -8
 2021 61 8 -14
 2021 61 9 -9
 2021 61 10 -5
 2021 61 11 -7
 2021 61 12 -10
 2021 61 13 -4
 2021 61 14 -3
 2021 61 15 -18
 2021 61 16 -14
 2021 61 17 -7
 2021 61 18 -12
 2021 61 19 -13
 2021 61 20 -19
 2021 61 21 -26
 2021 61 22 -30
 2021 61 23 -33
 2021 62 0 -23
 2021 62 1 -21
 2021 62 2 -20
 2021 62 3 -32
 2021 62 4 -39
 2021 62 5 -36
 2021 62 6 -39
 2021 62 7 -35
 2021 62 8 -35
 2021 62 9 -37
 2021 62 10 -35
 2021 62 11 -32
 2021 62 12 -28
 2021 62 13 -22
 2021 62 14 -18
 2021 62 15 -18
 2021 62 16 -15
 2021 62 17 -13
 2021 62 18 -9
 2021 62 19 -5
 2021 62 20 -10
 2021 62 21 -14
 2021 62 22 -16
 2021 62 23 -11
 2021 63 0 -14
 2021 63 1 -14
 2021 63 2 -18
 2021 63 3 -16
 2021 63 4 -14
 2021 63 5 -14
 2021 63 6 -14
 2021 63 7 -14
 2021 63 8 -13
 2021 63 9 -9
 2021 63 10 -7
 2021 63 11 -7
 2021 63 12 -6
 2021 63 13 -8
 2021 63 14 -15
 2021 63 15 -19
 2021 63 16 -18
 2021 63 17 -14
 2021 63 18 -15
 2021 63 19 -12
 2021 63 20 -9
 2021 63 21 -14
 2021 63 22 -14
 2021 63 23 -12
 2021 64 0 -9
 2021 64 1 -10
 2021 64 2 -12
 2021 64 3 -11
 2021 64 4 -13
 2021 64 5 -12
 2021 64 6 -9
 2021 64 7 -8
 2021 64 8 -5
 2021 64 9 -6
 2021 64 10 -10
 2021 64 11 -11
 2021 64 12 -11
 2021 64 13 -10
 2021 64 14 -12
 2021 64 15 -10
 2021 64 16 -7
 2021 64 17 -3
 2021 64 18 -5
 2021 64 19 -6
 2021 64 20 -5
 2021 64 21 -1
 2021 64 22 1
 2021 64 23 4
 2021 65 0 6
 2021 65 1 15
 2021 65 2 15
 2021 65 3 7
 2021 65 4 -4
 2021 65 5 -7
 2021 65 6 -8
 2021 65 7 -7
 2021 65 8 -10
 2021 65 9 -9
 2021 65 10 -8
 2021 65 11 -5
 2021 65 12 -5
 2021 65 13 -7
 2021 65 14 -7
 2021 65 15 -4
 2021 65 16 -5
 2021 65 17 -1
 2021 65 18 -2
 2021 65 19 -3
 2021 65 20 -8
 2021 65 21 -10
 2021 65 22 -7
 2021 65 23 -3
 2021 66 0 -4
 2021 66 1 -7
 2021 66 2 -8
 2021 66 3 -7
 2021 66 4 -9
 2021 66 5 -9
 2021 66 6 -6
 2021 66 7 -3
 2021 66 8 -1
 2021 66 9 -2
 2021 66 10 -4
 2021 66 11 -3
 2021 66 12 -4
 2021 66 13 -5
 2021 66 14 -4
 2021 66 15 -4
 2021 66 16 -3
 2021 66 17 -6
 2021 66 18 -4
 2021 66 19 -3
 2021 66 20 0
 2021 66 21 -5
 2021 66 22 -11
 2021 66 23 -8
 2021 67 0 -5
 2021 67 1 -5
 2021 67 2 -7
 2021 67 3 -7
 2021 67 4 -8
 2021 67 5 -8
 2021 67 6 -5
 2021 67 7 -4
 2021 67 8 -3
 2021 67 9 -2
 2021 67 10 1
 2021 67 11 2
 2021 67 12 2
 2021 67 13 1
 2021 67 14 2
 2021 67 15 4
 2021 67 16 4
 2021 67 17 2
 2021 67 18 -3
 2021 67 19 -3
 2021 67 20 -7
 2021 67 21 -7
 2021 67 22 -5
 2021 67 23 -7
 2021 68 0 -7
 2021 68 1 -7
 2021 68 2 -6
 2021 68 3 -5
 2021 68 4 -7
 2021 68 5 -6
 2021 68 6 -5
 2021 68 7 -3
 2021 68 8 -2
 2021 68 9 -3
 2021 68 10 -1
 2021 68 11 -2
 2021 68 12 -1
 2021 68 13 -2
 2021 68 14 -4
 2021 68 15 -5
 2021 68 16 -4
 2021 68 17 -2
 2021 68 18 -1
 2021 68 19 2
 2021 68 20 2
 2021 68 21 3
 2021 68 22 3
 2021 68 23 5
 2021 69 0 6
 2021 69 1 5
 2021 69 2 3
 2021 69 3 1
 2021 69 4 2
 2021 69 5 4
 2021 69 6 4
 2021 69 7 5
 2021 69 8 5
 2021 69 9 6
 2021 69 10 6
 2021 69 11 7
 2021 69 12 5
 2021 69 13 5
 2021 69 14 7
 2021 69 15 6
 2021 69 16 6
 2021 69 17 4
 2021 69 18 2
 2021 69 19 6
 2021 69 20 7
 2021 69 21 8
 2021 69 22 12
 2021 69 23 12
 2021 70 0 13
 2021 70 1 10
 2021 70 2 9
 2021 70 3 9
 2021 70 4 9
 2021 70 5 9
 2021 70 6 10
 2021 70 7 9
 2021 70 8 6
 2021 70 9 6
 2021 70 10 7
 2021 70 11 8
 2021 70 12 8
 2021 70 13 7
 2021 70 14 6
 2021 70 15 6
 2021 70 16 6
 2021 70 17 8
 2021 70 18 7
 2021 70 19 13
 2021 70 20 18
 2021 70 21 17
 2021 70 22 14
 2021 70 23 10
 2021 71 0 9
 2021 71 1 11
 2021 71 2 11
 2021 71 3 11
 2021 71 4 9
 2021 71 5 4
 2021 71 6 -2
 2021 71 7 -14
 2021 71 8 -17
 2021 71 9 -15
 2021 71 10 -14
 2021 71 11 -13
 2021 71 12 -8
 2021 71 13 -6
 2021 71 14 -9
 2021 71 15 -8
 2021 71 16 -8
 2021 71 17 -6
 2021 71 18 -9
 2021 71 19 -7
 2021 71 20 -11
 2021 71 21 -14
 2021 71 22 -17
 2021 71 23 -20
 2021 72 0 -23
 2021 72 1 -13
 2021 72 2 -1
 2021 72 3 5
 2021 72 4 -9
 2021 72 5 -20
 2021 72 6 -23
 2021 72 7 -8
 2021 72 8 -7
 2021 72 9 -13
 2021 72 10 -5
 2021 72 11 2
 2021 72 12 3
 2021 72 13 2
 2021 72 14 1
 2021 72 15 -1
 2021 72 16 -3
 2021 72 17 -7
 2021 72 18 -11
 2021 72 19 -14
 2021 72 20 -11
 2021 72 21 -14
 2021 72 22 -15
 2021 72 23 -10
 2021 73 0 -9
 2021 73 1 -10
 2021 73 2 -23
 2021 73 3 -26
 2021 73 4 -29
 2021 73 5 -35
 2021 73 6 -30
 2021 73 7 -29
 2021 73 8 -42
 2021 73 9 -43
 2021 73 10 -33
 2021 73 11 -27
 2021 73 12 -21
 2021 73 13 -14
 2021 73 14 -9
 2021 73 15 -11
 2021 73 16 -15
 2021 73 17 -18
 2021 73 18 -20
 2021 73 19 -20
 2021 73 20 -25
 2021 73 21 -32
 2021 73 22 -34
 2021 73 23 -31
 2021 74 0 -19
 2021 74 1 -15
 2021 74 2 -16
 2021 74 3 -15
 2021 74 4 -16
 2021 74 5 -16
 2021 74 6 -13
 2021 74 7 -14
 2021 74 8 -16
 2021 74 9 -13
 2021 74 10 -12
 2021 74 11 -12
 2021 74 12 -13
 2021 74 13 -12
 2021 74 14 -11
 2021 74 15 -9
 2021 74 16 -11
 2021 74 17 -11
 2021 74 18 -11
 2021 74 19 -9
 2021 74 20 -9
 2021 74 21 -10
 2021 74 22 -11
 2021 74 23 -9
 2021 75 0 -7
 2021 75 1 -7
 2021 75 2 -7
 2021 75 3 -9
 2021 75 4 -10
 2021 75 5 -8
 2021 75 6 -6
 2021 75 7 -3
 2021 75 8 -3
 2021 75 9 -3
 2021 75 10 -3
 2021 75 11 -4
 2021 75 12 -3
 2021 75 13 -2
 2021 75 14 -4
 2021 75 15 -5
 2021 75 16 -5
 2021 75 17 -4
 2021 75 18 -5
 2021 75 19 -2
 2021 75 20 -2
 2021 75 21 -2
 2021 75 22 1
 2021 75 23 3
 2021 76 0 5
 2021 76 1 6
 2021 76 2 4
 2021 76 3 3
 2021 76 4 2
 2021 76 5 1
 2021 76 6 1
 2021 76 7 0
 2021 76 8 1
 2021 76 9 2
 2021 76 10 4
 2021 76 11 2
 2021 76 12 3
 2021 76 13 3
 2021 76 14 4
 2021 76 15 2
 2021 76 16 -4
 2021 76 17 -5
 2021 76 18 -7
 2021 76 19 -2
 2021 76 20 0
 2021 76 21 0
 2021 76 22 2
 2021 76 23 6
 2021 77 0 8
 2021 77 1 9
 2021 77 2 7
 2021 77 3 7
 2021 77 4 5
 2021 77 5 4
 2021 77 6 6
 2021 77 7 7
 2021 77 8 5
 2021 77 9 6
 2021 77 10 4
 2021 77 11 3
 2021 77 12 -1
 2021 77 13 -4
 2021 77 14 -4
 2021 77 15 -3
 2021 77 16 -2
 2021 77 17 0
 2021 77 18 -2
 2021 77 19 1
 2021 77 20 1
 2021 77 21 -1
 2021 77 22 -1
 2021 77 23 -3
 2021 78 0 0
 2021 78 1 3
 2021 78 2 2
 2021 78 3 2
 2021 78 4 0
 2021 78 5 -3
 2021 78 6 -6
 2021 78 7 -8
 2021 78 8 -9
 2021 78 9 -3
 2021 78 10 -1
 2021 78 11 -5
 2021 78 12 -7
 2021 78 13 -8
 2021 78 14 -6
 2021 78 15 -4
 2021 78 16 -4
 2021 78 17 -1
 2021 78 18 1
 2021 78 19 3
 2021 78 20 3
 2021 78 21 4
 2021 78 22 13
 2021 78 23 18
 2021 79 0 28
 2021 79 1 36
 2021 79 2 31
 2021 79 3 38
 2021 79 4 42
 2021 79 5 35
 2021 79 6 12
 2021 79 7 -23
 2021 79 8 -36
 2021 79 9 -44
 2021 79 10 -40
 2021 79 11 -33
 2021 79 12 -45
 2021 79 13 -45
 2021 79 14 -37
 2021 79 15 -32
 2021 79 16 -32
 2021 79 17 -37
 2021 79 18 -33
 2021 79 19 -25
 2021 79 20 -25
 2021 79 21 -32
 2021 79 22 -34
 2021 79 23 -34
 2021 80 0 -34
 2021 80 1 -30
 2021 80 2 -32
 2021 80 3 -29
 2021 80 4 -22
 2021 80 5 -19
 2021 80 6 -15
 2021 80 7 -13
 2021 80 8 -13
 2021 80 9 -11
 2021 80 10 -8
 2021 80 11 -8
 2021 80 12 -11
 2021 80 13 -10
 2021 80 14 -21
 2021 80 15 -25
 2021 80 16 -29
 2021 80 17 -23
 2021 80 18 -24
 2021 80 19 -26
 2021 80 20 -28
 2021 80 21 -33
 2021 80 22 -33
 2021 80 23 -29
 2021 81 0 -24
 2021 81 1 -21
 2021 81 2 -21
 2021 81 3 -23
 2021 81 4 -23
 2021 81 5 -23
 2021 81 6 -20
 2021 81 7 -16
 2021 81 8 -14
 2021 81 9 -11
 2021 81 10 -11
 2021 81 11 -11
 2021 81 12 -11
 2021 81 13 -12
 2021 81 14 -13
 2021 81 15 -13
 2021 81 16 -13
 2021 81 17 -14
 2021 81 18 -12
 2021 81 19 -8
 2021 81 20 -5
 2021 81 21 -7
 2021 81 22 -7
 2021 81 23 -9
 2021 82 0 -10
 2021 82 1 -11
 2021 82 2 -11
 2021 82 3 -14
 2021 82 4 -14
 2021 82 5 -15
 2021 82 6 -13
 2021 82 7 -10
 2021 82 8 -11
 2021 82 9 -12
 2021 82 10 -14
 2021 82 11 -14
 2021 82 12 -11
 2021 82 13 -11
 2021 82 14 -11
 2021 82 15 -10
 2021 82 16 -12
 2021 82 17 -11
 2021 82 18 -13
 2021 82 19 -13
 2021 82 20 -16
 2021 82 21 -19
 2021 82 22 -23
 2021 82 23 -23
 2021 83 0 -18
 2021 83 1 -19
 2021 83 2 -19
 2021 83 3 -18
 2021 83 4 -12
 2021 83 5 -7
 2021 83 6 -13
 2021 83 7 -13
 2021 83 8 -17
 2021 83 9 -16
 2021 83 10 -16
 2021 83 11 -17
 2021 83 12 -15
 2021 83 13 -12
 2021 83 14 -6
 2021 83 15 -2
 2021 83 16 -2
 2021 83 17 2
 2021 83 18 2
 2021 83 19 7
 2021 83 20 6
 2021 83 21 -7
 2021 83 22 -11
 2021 83 23 -21
 2021 84 0 -25
 2021 84 1 -21
 2021 84 2 -25
 2021 84 3 -17
 2021 84 4 -15
 2021 84 5 -14
 2021 84 6 -20
 2021 84 7 -20
 2021 84 8 -18
 2021 84 9 -11
 2021 84 10 -10
 2021 84 11 -11
 2021 84 12 -13
 2021 84 13 -15
 2021 84 14 -16
 2021 84 15 -11
 2021 84 16 -8
 2021 84 17 -7
 2021 84 18 -9
 2021 84 19 -6
 2021 84 20 -4
 2021 84 21 -5
 2021 84 22 -12
 2021 84 23 -14
 2021 85 0 -14
 2021 85 1 -15
 2021 85 2 -14
 2021 85 3 -13
 2021 85 4 -20
 2021 85 5 -25
 2021 85 6 -25
 2021 85 7 -27
 2021 85 8 -27
 2021 85 9 -24
 2021 85 10 -20
 2021 85 11 -24
 2021 85 12 -26
 2021 85 13 -28
 2021 85 14 -25
 2021 85 15 -22
 2021 85 16 -23
 2021 85 17 -22
 2021 85 18 -21
 2021 85 19 -17
 2021 85 20 -13
 2021 85 21 -15
 2021 85 22 -16
 2021 85 23 -16
 2021 86 0 -13
 2021 86 1 -9
 2021 86 2 -7
 2021 86 3 -5
 2021 86 4 -5
 2021 86 5 -8
 2021 86 6 -7
 2021 86 7 -7
 2021 86 8 -7
 2021 86 9 -7
 2021 86 10 -6
 2021 86 11 -6
 2021 86 12 -7
 2021 86 13 -8
 2021 86 14 -8
 2021 86 15 -7
 2021 86 16 -5
 2021 86 17 -4
 2021 86 18 -4
 2021 86 19 2
 2021 86 20 7
 2021 86 21 11
 2021 86 22 4
 2021 86 23 -11
 2021 87 0 -18
 2021 87 1 -14
 2021 87 2 -12
 2021 87 3 -10
 2021 87 4 -9
 2021 87 5 -5
 2021 87 6 -5
 2021 87 7 -7
 2021 87 8 -7
 2021 87 9 -6
 2021 87 10 -8
 2021 87 11 -8
 2021 87 12 -9
 2021 87 13 -10
 2021 87 14 -7
 2021 87 15 -6
 2021 87 16 -6
 2021 87 17 -6
 2021 87 18 -6
 2021 87 19 -2
 2021 87 20 1
 2021 87 21 -2
 2021 87 22 -5
 2021 87 23 -5
 2021 88 0 -3
 2021 88 1 0
 2021 88 2 1
 2021 88 3 0
 2021 88 4 0
 2021 88 5 -1
 2021 88 6 -1
 2021 88 7 -1
 2021 88 8 -1
 2021 88 9 -2
 2021 88 10 -3
 2021 88 11 -4
 2021 88 12 -4
 2021 88 13 -5
 2021 88 14 -3
 2021 88 15 -2
 2021 88 16 -1
 2021 88 17 -2
 2021 88 18 -4
 2021 88 19 -4
 2021 88 20 -5
 2021 88 21 -4
 2021 88 22 -6
 2021 88 23 -6
 2021 89 0 -4
 2021 89 1 -1
 2021 89 2 1
 2021 89 3 3
 2021 89 4 4
 2021 89 5 5
 2021 89 6 5
 2021 89 7 5
 2021 89 8 5
 2021 89 9 5
 2021 89 10 4
 2021 89 11 5
 2021 89 12 6
 2021 89 13 7
 2021 89 14 8
 2021 89 15 9
 2021 89 16 9
 2021 89 17 9
 2021 89 18 12
 2021 89 19 4
 2021 89 20 2
 2021 89 21 -1
 2021 89 22 -3
 2021 89 23 -3
 2021 90 0 -5
 2021 90 1 -4
 2021 90 2 -5
 2021 90 3 -4
 2021 90 4 -2
 2021 90 5 -7
 2021 90 6 -13
 2021 90 7 -19
 2021 90 8 -19
 2021 90 9 -17
 2021 90 10 -16
 2021 90 11 -13
 2021 90 12 -8
 2021 90 13 -12
 2021 90 14 -12
 2021 90 15 -13
 2021 90 16 -6
 2021 90 17 -3
 2021 90 18 -2
 2021 90 19 0
 2021 90 20 -2
 2021 90 21 -5
 2021 90 22 -11
 2021 90 23 -14
 2021 91 0 -8
 2021 91 1 -1
 2021 91 2 3
 2021 91 3 0
 2021 91 4 -5
 2021 91 5 -10
 2021 91 6 -16
 2021 91 7 -17
 2021 91 8 -20
 2021 91 9 -18
 2021 91 10 -17
 2021 91 11 -13
 2021 91 12 -11
 2021 91 13 -10
 2021 91 14 -8
 2021 91 15 -13
 2021 91 16 -16
 2021 91 17 -14
 2021 91 18 -11
 2021 91 19 -8
 2021 91 20 -5
 2021 91 21 -6
 2021 91 22 -11
 2021 91 23 -9
 2021 92 0 -6
 2021 92 1 -6
 2021 92 2 -3
 2021 92 3 -2
 2021 92 4 -3
 2021 92 5 -2
 2021 92 6 0
 2021 92 7 -1
 2021 92 8 -1
 2021 92 9 1
 2021 92 10 0
 2021 92 11 -1
 2021 92 12 -3
 2021 92 13 -5
 2021 92 14 -8
 2021 92 15 -9
 2021 92 16 -15
 2021 92 17 -21
 2021 92 18 -23
 2021 92 19 -17
 2021 92 20 -11
 2021 92 21 -10
 2021 92 22 -11
 2021 92 23 -11
 2021 93 0 -11
 2021 93 1 -10
 2021 93 2 -9
 2021 93 3 -10
 2021 93 4 -11
 2021 93 5 -10
 2021 93 6 -10
 2021 93 7 -8
 2021 93 8 -7
 2021 93 9 -5
 2021 93 10 -4
 2021 93 11 -5
 2021 93 12 -5
 2021 93 13 -6
 2021 93 14 -6
 2021 93 15 -4
 2021 93 16 -4
 2021 93 17 -3
 2021 93 18 -1
 2021 93 19 0
 2021 93 20 1
 2021 93 21 1
 2021 93 22 0
 2021 93 23 -2
 2021 94 0 -4
 2021 94 1 -4
 2021 94 2 -2
 2021 94 3 -1
 2021 94 4 -1
 2021 94 5 0
 2021 94 6 1
 2021 94 7 1
 2021 94 8 1
 2021 94 9 3
 2021 94 10 3
 2021 94 11 3
 2021 94 12 3
 2021 94 13 4
 2021 94 14 5
 2021 94 15 7
 2021 94 16 5
 2021 94 17 5
 2021 94 18 6
 2021 94 19 7
 2021 94 20 8
 2021 94 21 9
 2021 94 22 8
 2021 94 23 7
 2021 95 0 8
 2021 95 1 9
 2021 95 2 10
 2021 95 3 11
 2021 95 4 12
 2021 95 5 14
 2021 95 6 14
 2021 95 7 14
 2021 95 8 17
 2021 95 9 17
 2021 95 10 18
 2021 95 11 11
 2021 95 12 5
 2021 95 13 4
 2021 95 14 1
 2021 95 15 1
 2021 95 16 -2
 2021 95 17 1
 2021 95 18 4
 2021 95 19 6
 2021 95 20 10
 2021 95 21 11
 2021 95 22 10
 2021 95 23 10
 2021 96 0 10
 2021 96 1 6
 2021 96 2 7
 2021 96 3 8
 2021 96 4 9
 2021 96 5 11
 2021 96 6 13
 2021 96 7 13
 2021 96 8 15
 2021 96 9 15
 2021 96 10 17
 2021 96 11 18
 2021 96 12 17
 2021 96 13 14
 2021 96 14 12
 2021 96 15 9
 2021 96 16 7
 2021 96 17 6
 2021 96 18 7
 2021 96 19 4
 2021 96 20 2
 2021 96 21 3
 2021 96 22 5
 2021 96 23 4
 2021 97 0 4
 2021 97 1 5
 2021 97 2 6
 2021 97 3 6
 2021 97 4 10
 2021 97 5 7
 2021 97 6 4
 2021 97 7 5
 2021 97 8 6
 2021 97 9 -4
 2021 97 10 -7
 2021 97 11 -8
 2021 97 12 -5
 2021 97 13 2
 2021 97 14 -8
 2021 97 15 -23
 2021 97 16 -24
 2021 97 17 -18
 2021 97 18 -19
 2021 97 19 -14
 2021 97 20 -15
 2021 97 21 -16
 2021 97 22 -17
 2021 97 23 -14
 2021 98 0 -11
 2021 98 1 -6
 2021 98 2 -3
 2021 98 3 -5
 2021 98 4 -11
 2021 98 5 -13
 2021 98 6 -12
 2021 98 7 -10
 2021 98 8 -9
 2021 98 9 -9
 2021 98 10 -10
 2021 98 11 -8
 2021 98 12 -6
 2021 98 13 -5
 2021 98 14 -8
 2021 98 15 -11
 2021 98 16 -14
 2021 98 17 -13
 2021 98 18 -10
 2021 98 19 -8
 2021 98 20 -9
 2021 98 21 -6
 2021 98 22 -4
 2021 98 23 -2
 2021 99 0 -2
 2021 99 1 -1
 2021 99 2 -2
 2021 99 3 -5
 2021 99 4 -6
 2021 99 5 -5
 2021 99 6 -5
 2021 99 7 -4
 2021 99 8 -3
 2021 99 9 -4
 2021 99 10 -4
 2021 99 11 -5
 2021 99 12 -3
 2021 99 13 -2
 2021 99 14 -4
 2021 99 15 -6
 2021 99 16 -5
 2021 99 17 -3
 2021 99 18 -2
 2021 99 19 -1
 2021 99 20 0
 2021 99 21 1
 2021 99 22 0
 2021 99 23 2
 2021 100 0 2
 2021 100 1 0
 2021 100 2 0
 2021 100 3 1
 2021 100 4 0
 2021 100 5 0
 2021 100 6 -1
 2021 100 7 0
 2021 100 8 -1
 2021 100 9 -2
 2021 100 10 -3
 2021 100 11 -1
 2021 100 12 0
 2021 100 13 -1
 2021 100 14 -3
 2021 100 15 -8
 2021 100 16 -10
 2021 100 17 -5
 2021 100 18 2
 2021 100 19 4
 2021 100 20 4
 2021 100 21 1
 2021 100 22 -4
 2021 100 23 -4
 2021 101 0 0
 2021 101 1 2
 2021 101 2 4
 2021 101 3 4
 2021 101 4 -3
 2021 101 5 -10
 2021 101 6 -9
 2021 101 7 -7
 2021 101 8 -5
 2021 101 9 -4
 2021 101 10 -3
 2021 101 11 -2
 2021 101 12 -2
 2021 101 13 -1
 2021 101 14 2
 2021 101 15 1
 2021 101 16 1
 2021 101 17 2
 2021 101 18 1
 2021 101 19 3
 2021 101 20 -1
 2021 101 21 -4
 2021 101 22 -1
 2021 101 23 6
 2021 102 0 10
 2021 102 1 12
 2021 102 2 11
 2021 102 3 10
 2021 102 4 7
 2021 102 5 3
 2021 102 6 -3
 2021 102 7 -4
 2021 102 8 -4
 2021 102 9 -3
 2021 102 10 -1
 2021 102 11 1
 2021 102 12 -2
 2021 102 13 0
 2021 102 14 -1
 2021 102 15 -1
 2021 102 16 -5
 2021 102 17 -2
 2021 102 18 2
 2021 102 19 5
 2021 102 20 7
 2021 102 21 8
 2021 102 22 8
 2021 102 23 9
 2021 103 0 10
 2021 103 1 11
 2021 103 2 11
 2021 103 3 10
 2021 103 4 6
 2021 103 5 4
 2021 103 6 2
 2021 103 7 -1
 2021 103 8 -2
 2021 103 9 0
 2021 103 10 -2
 2021 103 11 -6
 2021 103 12 -2
 2021 103 13 -1
 2021 103 14 1
 2021 103 15 2
 2021 103 16 2
 2021 103 17 7
 2021 103 18 10
 2021 103 19 6
 2021 103 20 7
 2021 103 21 7
 2021 103 22 8
 2021 103 23 6
 2021 104 0 4
 2021 104 1 7
 2021 104 2 9
 2021 104 3 11
 2021 104 4 8
 2021 104 5 7
 2021 104 6 7
 2021 104 7 7
 2021 104 8 6
 2021 104 9 4
 2021 104 10 4
 2021 104 11 4
 2021 104 12 4
 2021 104 13 9
 2021 104 14 11
 2021 104 15 9
 2021 104 16 5
 2021 104 17 8
 2021 104 18 16
 2021 104 19 18
 2021 104 20 18
 2021 104 21 18
 2021 104 22 11
 2021 104 23 11
 2021 105 0 13
 2021 105 1 11
 2021 105 2 18
 2021 105 3 21
 2021 105 4 19
 2021 105 5 4
 2021 105 6 -10
 2021 105 7 -14
 2021 105 8 -1
 2021 105 9 7
 2021 105 10 6
 2021 105 11 2
 2021 105 12 5
 2021 105 13 10
 2021 105 14 6
 2021 105 15 7
 2021 105 16 2
 2021 105 17 0
 2021 105 18 3
 2021 105 19 1
 2021 105 20 3
 2021 105 21 0
 2021 105 22 0
 2021 105 23 2
 2021 106 0 15
 2021 106 1 16
 2021 106 2 14
 2021 106 3 4
 2021 106 4 2
 2021 106 5 0
 2021 106 6 -8
 2021 106 7 -12
 2021 106 8 -13
 2021 106 9 -8
 2021 106 10 -4
 2021 106 11 -3
 2021 106 12 -8
 2021 106 13 -13
 2021 106 14 -12
 2021 106 15 -7
 2021 106 16 -4
 2021 106 17 -12
 2021 106 18 -30
 2021 106 19 -45
 2021 106 20 -48
 2021 106 21 -42
 2021 106 22 -34
 2021 106 23 -41
 2021 107 0 -38
 2021 107 1 -31
 2021 107 2 -37
 2021 107 3 -39
 2021 107 4 -49
 2021 107 5 -54
 2021 107 6 -44
 2021 107 7 -49
 2021 107 8 -44
 2021 107 9 -42
 2021 107 10 -32
 2021 107 11 -24
 2021 107 12 -21
 2021 107 13 -22
 2021 107 14 -24
 2021 107 15 -24
 2021 107 16 -27
 2021 107 17 -34
 2021 107 18 -30
 2021 107 19 -26
 2021 107 20 -27
 2021 107 21 -25
 2021 107 22 -22
 2021 107 23 -20
 2021 108 0 -17
 2021 108 1 -21
 2021 108 2 -23
 2021 108 3 -19
 2021 108 4 -21
 2021 108 5 -25
 2021 108 6 -30
 2021 108 7 -33
 2021 108 8 -32
 2021 108 9 -28
 2021 108 10 -29
 2021 108 11 -22
 2021 108 12 -23
 2021 108 13 -27
 2021 108 14 -27
 2021 108 15 -27
 2021 108 16 -26
 2021 108 17 -23
 2021 108 18 -19
 2021 108 19 -15
 2021 108 20 -16
 2021 108 21 -16
 2021 108 22 -22
 2021 108 23 -18
 2021 109 0 -13
 2021 109 1 -18
 2021 109 2 -15
 2021 109 3 -21
 2021 109 4 -27
 2021 109 5 -30
 2021 109 6 -24
 2021 109 7 -20
 2021 109 8 -28
 2021 109 9 -23
 2021 109 10 -16
 2021 109 11 -10
 2021 109 12 -11
 2021 109 13 -10
 2021 109 14 -15
 2021 109 15 -20
 2021 109 16 -24
 2021 109 17 -19
 2021 109 18 -15
 2021 109 19 -18
 2021 109 20 -23
 2021 109 21 -28
 2021 109 22 -28
 2021 109 23 -16
 2021 110 0 -11
