 year doy hour dst
 2021 110 1 -10
 2021 110 2 -11
 2021 110 3 -9
 2021 110 4 -11
 2021 110 5 -14
 2021 110 6 -11
 2021 110 7 -13
 2021 110 8 -19
 2021 110 9 -20
 2021 110 10 -15
 2021 110 11 -14
 2021 110 12 -15
 2021 110 13 -16
 2021 110 14 -14
 2021 110 15 -15
 2021 110 16 -15
 2021 110 17 -20
 2021 110 18 -18
 2021 110 19 -15
 2021 110 20 -14
 2021 110 21 -17
 2021 110 22 -21
 2021 110 23 -22
 2021 111 0 -18
 2021 111 1 -16
 2021 111 2 -12
 2021 111 3 -13
 2021 111 4 -11
 2021 111 5 -13
 2021 111 6 -11
 2021 111 7 -15
 2021 111 8 -16
 2021 111 9 -12
 2021 111 10 -10
 2021 111 11 -8
 2021 111 12 -9
 2021 111 13 -12
 2021 111 14 -16
 2021 111 15 -19
 2021 111 16 -21
 2021 111 17 -18
 2021 111 18 -14
 2021 111 19 -11
 2021 111 20 -9
 2021 111 21 -11
 2021 111 22 -12
 2021 111 23 -10
 2021 112 0 -9
 2021 112 1 -6
 2021 112 2 -4
 2021 112 3 -5
 2021 112 4 -8
 2021 112 5 -7
 2021 112 6 -7
 2021 112 7 -5
 2021 112 8 -3
 2021 112 9 -5
 2021 112 10 -6
 2021 112 11 -3
 2021 112 12 -2
 2021 112 13 -1
 2021 112 14 -3
 2021 112 15 -6
 2021 112 16 -7
 2021 112 17 -2
 2021 112 18 0
 2021 112 19 3
 2021 112 20 5
 2021 112 21 2
 2021 112 22 -3
 2021 112 23 -5
 2021 113 0 -8
 2021 113 1 -6
 2021 113 2 -1
 2021 113 3 -2
 2021 113 4 -4
 2021 113 5 -7
 2021 113 6 -4
 2021 113 7 -4
 2021 113 8 -7
 2021 113 9 -4
 2021 113 10 -2
 2021 113 11 -1
 2021 113 12 -1
 2021 113 13 -4
 2021 113 14 -7
 2021 113 15 -6
 2021 113 16 -11
 2021 113 17 -6
 2021 113 18 -1
 2021 113 19 5
 2021 113 20 2
 2021 113 21 -4
 2021 113 22 -13
 2021 113 23 -18
 2021 114 0 -12
 2021 114 1 -4
 2021 114 2 -5
 2021 114 3 -9
 2021 114 4 -15
 2021 114 5 -17
 2021 114 6 -19
 2021 114 7 -17
 2021 114 8 -20
 2021 114 9 -20
 2021 114 10 -15
 2021 114 11 -15
 2021 114 12 -17
 2021 114 13 -19
 2021 114 14 -20
 2021 114 15 -21
 2021 114 16 -22
 2021 114 17 -19
 2021 114 18 -13
 2021 114 19 -13
 2021 114 20 -12
 2021 114 21 -15
 2021 114 22 -17
 2021 114 23 -10
 2021 115 0 -17
 2021 115 1 -25
 2021 115 2 -26
 2021 115 3 -34
 2021 115 4 -41
 2021 115 5 -38
 2021 115 6 -30
 2021 115 7 -23
 2021 115 8 -27
 2021 115 9 -30
 2021 115 10 -32
 2021 115 11 -38
 2021 115 12 -38
 2021 115 13 -33
 2021 115 14 -31
 2021 115 15 -34
 2021 115 16 -37
 2021 115 17 -35
 2021 115 18 -30
 2021 115 19 -20
 2021 115 20 -16
 2021 115 21 -19
 2021 115 22 -20
 2021 115 23 -16
 2021 116 0 -19
 2021 116 1 -20
 2021 116 2 -24
 2021 116 3 -32
 2021 116 4 -40
 2021 116 5 -48
 2021 116 6 -53
 2021 116 7 -46
 2021 116 8 -36
 2021 116 9 -33
 2021 116 10 -30
 2021 116 11 -28
 2021 116 12 -28
 2021 116 13 -25
 2021 116 14 -23
 2021 116 15 -22
 2021 116 16 -23
 2021 116 17 -22
 2021 116 18 -20
 2021 116 19 -17
 2021 116 20 -13
 2021 116 21 -13
 2021 116 22 -16
 2021 116 23 -16
 2021 117 0 -19
 2021 117 1 -23
 2021 117 2 -24
 2021 117 3 -24
 2021 117 4 -21
 2021 117 5 -20
 2021 117 6 -23
 2021 117 7 -24
 2021 117 8 -26
 2021 117 9 -24
 2021 117 10 -19
 2021 117 11 -20
 2021 117 12 -20
 2021 117 13 -17
 2021 117 14 -17
 2021 117 15 -18
 2021 117 16 -17
 2021 117 17 -15
 2021 117 18 -12
 2021 117 19 -11
 2021 117 20 -11
 2021 117 21 -12
 2021 117 22 -13
 2021 117 23 -12
 2021 118 0 -9
 2021 118 1 -6
 2021 118 2 -3
 2021 118 3 -5
 2021 118 4 -8
 2021 118 5 -9
 2021 118 6 -10
 2021 118 7 -10
 2021 118 8 -10
 2021 118 9 -11
 2021 118 10 -9
 2021 118 11 -7
 2021 118 12 -6
 2021 118 13 -3
 2021 118 14 -1
 2021 118 15 1
 2021 118 16 2
 2021 118 17 2
 2021 118 18 1
 2021 118 19 -1
 2021 118 20 -3
 2021 118 21 -6
 2021 118 22 -5
 2021 118 23 -2
 2021 119 0 0
 2021 119 1 4
 2021 119 2 6
 2021 119 3 6
 2021 119 4 4
 2021 119 5 4
 2021 119 6 3
 2021 119 7 1
 2021 119 8 -4
 2021 119 9 -7
 2021 119 10 -6
 2021 119 11 -4
 2021 119 12 -5
 2021 119 13 -3
 2021 119 14 -2
 2021 119 15 -3
 2021 119 16 -3
 2021 119 17 -2
 2021 119 18 0
 2021 119 19 3
 2021 119 20 11
 2021 119 21 13
 2021 119 22 14
 2021 119 23 16
 2021 120 0 14
 2021 120 1 14
 2021 120 2 17
 2021 120 3 17
 2021 120 4 15
 2021 120 5 13
 2021 120 6 14
 2021 120 7 15
 2021 120 8 13
 2021 120 9 11
 2021 120 10 9
 2021 120 11 8
 2021 120 12 7
 2021 120 13 7
 2021 120 14 10
 2021 120 15 14
 2021 120 16 15
 2021 120 17 8
 2021 120 18 8
 2021 120 19 14
 2021 120 20 14
 2021 120 21 12
 2021 120 22 10
 2021 120 23 10
 2021 121 0 13
 2021 121 1 11
 2021 121 2 8
 2021 121 3 5
 2021 121 4 6
 2021 121 5 6
 2021 121 6 9
 2021 121 7 7
 2021 121 8 1
 2021 121 9 0
 2021 121 10 1
 2021 121 11 2
 2021 121 12 1
 2021 121 13 2
 2021 121 14 5
 2021 121 15 2
 2021 121 16 3
 2021 121 17 5
 2021 121 18 7
 2021 121 19 5
 2021 121 20 4
 2021 121 21 5
 2021 121 22 6
 2021 121 23 8
 2021 122 0 9
 2021 122 1 6
 2021 122 2 1
 2021 122 3 -9
 2021 122 4 -15
 2021 122 5 -18
 2021 122 6 -17
 2021 122 7 -11
 2021 122 8 -2
 2021 122 9 -8
 2021 122 10 -9
 2021 122 11 -10
 2021 122 12 -10
 2021 122 13 -8
 2021 122 14 -4
 2021 122 15 0
 2021 122 16 2
 2021 122 17 5
 2021 122 18 5
 2021 122 19 7
 2021 122 20 11
 2021 122 21 15
 2021 122 22 15
 2021 122 23 22
 2021 123 0 22
 2021 123 1 17
 2021 123 2 14
 2021 123 3 14
 2021 123 4 17
 2021 123 5 20
 2021 123 6 12
 2021 123 7 7
 2021 123 8 4
 2021 123 9 2
 2021 123 10 1
 2021 123 11 -2
 2021 123 12 -2
 2021 123 13 -3
 2021 123 14 -2
 2021 123 15 0
 2021 123 16 1
 2021 123 17 -1
 2021 123 18 -3
 2021 123 19 -4
 2021 123 20 -4
 2021 123 21 -1
 2021 123 22 0
 2021 123 23 1
 2021 124 0 5
 2021 124 1 8
 2021 124 2 7
 2021 124 3 7
 2021 124 4 8
 2021 124 5 6
 2021 124 6 9
 2021 124 7 10
 2021 124 8 10
 2021 124 9 6
 2021 124 10 5
 2021 124 11 6
 2021 124 12 4
 2021 124 13 4
 2021 124 14 4
 2021 124 15 5
 2021 124 16 4
 2021 124 17 5
 2021 124 18 2
 2021 124 19 1
 2021 124 20 0
 2021 124 21 3
 2021 124 22 3
 2021 124 23 2
 2021 125 0 1
 2021 125 1 2
 2021 125 2 1
 2021 125 3 2
 2021 125 4 1
 2021 125 5 1
 2021 125 6 2
 2021 125 7 3
 2021 125 8 3
 2021 125 9 3
 2021 125 10 4
 2021 125 11 4
 2021 125 12 3
 2021 125 13 3
 2021 125 14 4
 2021 125 15 4
 2021 125 16 4
 2021 125 17 4
 2021 125 18 4
 2021 125 19 5
 2021 125 20 9
 2021 125 21 8
 2021 125 22 7
 2021 125 23 6
 2021 126 0 5
 2021 126 1 4
 2021 126 2 5
 2021 126 3 9
 2021 126 4 8
 2021 126 5 5
 2021 126 6 6
 2021 126 7 4
 2021 126 8 3
 2021 126 9 1
 2021 126 10 3
 2021 126 11 4
 2021 126 12 4
 2021 126 13 2
 2021 126 14 1
 2021 126 15 2
 2021 126 16 3
 2021 126 17 3
 2021 126 18 5
 2021 126 19 6
 2021 126 20 7
 2021 126 21 8
 2021 126 22 7
 2021 126 23 6
 2021 127 0 5
 2021 127 1 4
 2021 127 2 1
 2021 127 3 2
 2021 127 4 2
 2021 127 5 3
 2021 127 6 4
 2021 127 7 6
 2021 127 8 7
 2021 127 9 8
 2021 127 10 7
 2021 127 11 7
 2021 127 12 7
 2021 127 13 5
 2021 127 14 4
 2021 127 15 5
 2021 127 16 5
 2021 127 17 3
 2021 127 18 1
 2021 127 19 2
 2021 127 20 6
 2021 127 21 8
 2021 127 22 9
 2021 127 23 9
 2021 128 0 9
 2021 128 1 9
 2021 128 2 9
 2021 128 3 10
 2021 128 4 10
 2021 128 5 10
 2021 128 6 8
 2021 128 7 6
 2021 128 8 4
 2021 128 9 4
 2021 128 10 1
 2021 128 11 -3
 2021 128 12 -4
 2021 128 13 -2
 2021 128 14 0
 2021 128 15 4
 2021 128 16 5
 2021 128 17 6
 2021 128 18 8
 2021 128 19 7
 2021 128 20 8
 2021 128 21 11
 2021 128 22 11
 2021 128 23 8
 2021 129 0 6
 2021 129 1 5
 2021 129 2 6
 2021 129 3 7
 2021 129 4 7
 2021 129 5 6
 2021 129 6 6
 2021 129 7 8
 2021 129 8 8
 2021 129 9 12
 2021 129 10 10
 2021 129 11 8
 2021 129 12 6
 2021 129 13 9
 2021 129 14 11
 2021 129 15 12
 2021 129 16 12
 2021 129 17 12
 2021 129 18 15
 2021 129 19 19
 2021 129 20 20
 2021 129 21 23
 2021 129 22 20
 2021 129 23 17
 2021 130 0 18
 2021 130 1 21
 2021 130 2 29
 2021 130 3 31
 2021 130 4 30
 2021 130 5 25
 2021 130 6 21
 2021 130 7 19
 2021 130 8 19
 2021 130 9 19
 2021 130 10 17
 2021 130 11 11
 2021 130 12 6
 2021 130 13 2
 2021 130 14 -1
 2021 130 15 -3
 2021 130 16 -6
 2021 130 17 -5
 2021 130 18 -2
 2021 130 19 -1
 2021 130 20 -3
 2021 130 21 0
 2021 130 22 1
 2021 130 23 2
 2021 131 0 5
 2021 131 1 6
 2021 131 2 6
 2021 131 3 7
 2021 131 4 6
 2021 131 5 4
 2021 131 6 4
 2021 131 7 5
 2021 131 8 2
 2021 131 9 2
 2021 131 10 7
 2021 131 11 7
 2021 131 12 6
 2021 131 13 5
 2021 131 14 7
 2021 131 15 8
 2021 131 16 8
 2021 131 17 9
 2021 131 18 10
 2021 131 19 9
 2021 131 20 4
 2021 131 21 5
 2021 131 22 5
 2021 131 23 3
 2021 132 0 4
 2021 132 1 7
 2021 132 2 8
 2021 132 3 8
 2021 132 4 7
 2021 132 5 5
 2021 132 6 8
 2021 132 7 17
 2021 132 8 20
 2021 132 9 20
 2021 132 10 26
 2021 132 11 21
 2021 132 12 10
 2021 132 13 -40
 2021 132 14 -61
 2021 132 15 -56
 2021 132 16 -54
 2021 132 17 -46
 2021 132 18 -40
 2021 132 19 -37
 2021 132 20 -44
 2021 132 21 -49
 2021 132 22 -45
 2021 132 23 -40
 2021 133 0 -33
 2021 133 1 -33
 2021 133 2 -36
 2021 133 3 -35
 2021 133 4 -34
 2021 133 5 -31
 2021 133 6 -27
 2021 133 7 -26
 2021 133 8 -28
 2021 133 9 -25
 2021 133 10 -25
 2021 133 11 -20
 2021 133 12 -16
 2021 133 13 -18
 2021 133 14 -19
 2021 133 15 -24
 2021 133 16 -25
 2021 133 17 -25
 2021 133 18 -24
 2021 133 19 -26
 2021 133 20 -25
 2021 133 21 -23
 2021 133 22 -21
 2021 133 23 -19
 2021 134 0 -16
 2021 134 1 -15
 2021 134 2 -14
 2021 134 3 -14
 2021 134 4 -14
 2021 134 5 -13
 2021 134 6 -15
 2021 134 7 -14
 2021 134 8 -12
 2021 134 9 -12
 2021 134 10 -12
 2021 134 11 -13
 2021 134 12 -14
 2021 134 13 -11
 2021 134 14 -10
 2021 134 15 -10
 2021 134 16 -8
 2021 134 17 -4
 2021 134 18 -2
 2021 134 19 -5
 2021 134 20 -12
 2021 134 21 -16
 2021 134 22 -14
 2021 134 23 -12
 2021 135 0 -19
 2021 135 1 -15
 2021 135 2 -8
 2021 135 3 -4
 2021 135 4 -4
 2021 135 5 0
 2021 135 6 0
 2021 135 7 -9
 2021 135 8 -13
 2021 135 9 -16
 2021 135 10 -13
 2021 135 11 -11
 2021 135 12 -10
 2021 135 13 -11
 2021 135 14 -13
 2021 135 15 -13
 2021 135 16 -14
 2021 135 17 -12
 2021 135 18 -10
 2021 135 19 -9
 2021 135 20 -12
 2021 135 21 -11
 2021 135 22 -10
 2021 135 23 -11
 2021 136 0 -11
 2021 136 1 -13
 2021 136 2 -13
 2021 136 3 -11
 2021 136 4 -8
 2021 136 5 -7
 2021 136 6 -7
 2021 136 7 -7
 2021 136 8 -9
 2021 136 9 -10
 2021 136 10 -8
 2021 136 11 -5
 2021 136 12 -5
 2021 136 13 -3
 2021 136 14 -1
 2021 136 15 0
 2021 136 16 0
 2021 136 17 -3
 2021 136 18 -6
 2021 136 19 -8
 2021 136 20 -15
 2021 136 21 -20
 2021 136 22 -19
 2021 136 23 -16
 2021 137 0 -13
 2021 137 1 -11
 2021 137 2 -14
 2021 137 3 -15
 2021 137 4 -13
 2021 137 5 -12
 2021 137 6 -14
 2021 137 7 -13
 2021 137 8 -12
 2021 137 9 -12
 2021 137 10 -13
 2021 137 11 -13
 2021 137 12 -13
 2021 137 13 -12
 2021 137 14 -8
 2021 137 15 -5
 2021 137 16 -4
 2021 137 17 2
 2021 137 18 -1
 2021 137 19 -3
 2021 137 20 -5
 2021 137 21 -9
 2021 137 22 -10
 2021 137 23 -10
 2021 138 0 -7
 2021 138 1 -9
 2021 138 2 -16
 2021 138 3 -30
 2021 138 4 -31
 2021 138 5 -19
 2021 138 6 -15
 2021 138 7 -12
 2021 138 8 -12
 2021 138 9 -11
 2021 138 10 -12
 2021 138 11 -15
 2021 138 12 -15
 2021 138 13 -14
 2021 138 14 -11
 2021 138 15 -10
 2021 138 16 -11
 2021 138 17 -8
 2021 138 18 -6
 2021 138 19 -5
 2021 138 20 -4
 2021 138 21 -4
 2021 138 22 -6
 2021 138 23 -6
 2021 139 0 -4
 2021 139 1 -4
 2021 139 2 3
 2021 139 3 7
 2021 139 4 4
 2021 139 5 5
 2021 139 6 3
 2021 139 7 5
 2021 139 8 7
 2021 139 9 6
 2021 139 10 9
 2021 139 11 8
 2021 139 12 10
 2021 139 13 9
 2021 139 14 9
 2021 139 15 9
 2021 139 16 9
 2021 139 17 11
 2021 139 18 8
 2021 139 19 7
 2021 139 20 1
 2021 139 21 1
 2021 139 22 6
 2021 139 23 5
 2021 140 0 8
 2021 140 1 1
 2021 140 2 -5
 2021 140 3 -10
 2021 140 4 -12
 2021 140 5 -15
 2021 140 6 -18
 2021 140 7 -22
 2021 140 8 -22
 2021 140 9 -18
 2021 140 10 -11
 2021 140 11 -18
 2021 140 12 -26
 2021 140 13 -19
 2021 140 14 -14
 2021 140 15 -21
 2021 140 16 -28
 2021 140 17 -34
 2021 140 18 -24
 2021 140 19 -23
 2021 140 20 -28
 2021 140 21 -28
 2021 140 22 -31
 2021 140 23 -27
 2021 141 0 -28
 2021 141 1 -28
 2021 141 2 -25
 2021 141 3 -21
 2021 141 4 -19
 2021 141 5 -18
 2021 141 6 -18
 2021 141 7 -15
 2021 141 8 -13
 2021 141 9 -14
 2021 141 10 -13
 2021 141 11 -13
 2021 141 12 -14
 2021 141 13 -14
 2021 141 14 -14
 2021 141 15 -11
 2021 141 16 -9
 2021 141 17 -8
 2021 141 18 -6
 2021 141 19 -9
 2021 141 20 -11
 2021 141 21 -13
 2021 141 22 -14
 2021 141 23 -14
 2021 142 0 -13
 2021 142 1 -14
 2021 142 2 -15
 2021 142 3 -13
 2021 142 4 -10
 2021 142 5 -10
 2021 142 6 -9
 2021 142 7 -8
 2021 142 8 -7
 2021 142 9 -8
 2021 142 10 -11
 2021 142 11 -13
 2021 142 12 -10
 2021 142 13 -7
 2021 142 14 -6
 2021 142 15 -6
 2021 142 16 -7
 2021 142 17 -5
 2021 142 18 -4
 2021 142 19 -7
 2021 142 20 -9
 2021 142 21 -10
 2021 142 22 -11
 2021 142 23 -12
 2021 143 0 -12
 2021 143 1 -11
 2021 143 2 -11
 2021 143 3 -10
 2021 143 4 -7
 2021 143 5 -8
 2021 143 6 -7
 2021 143 7 -8
 2021 143 8 -8
 2021 143 9 -9
 2021 143 10 -10
 2021 143 11 -13
 2021 143 12 -17
 2021 143 13 -17
 2021 143 14 -17
 2021 143 15 -16
 2021 143 16 -13
 2021 143 17 -10
 2021 143 18 -8
 2021 143 19 -8
 2021 143 20 -12
 2021 143 21 -13
 2021 143 22 -13
 2021 143 23 -9
 2021 144 0 -7
 2021 144 1 -8
 2021 144 2 -7
 2021 144 3 -7
 2021 144 4 -8
 2021 144 5 -8
 2021 144 6 -8
 2021 144 7 -7
 2021 144 8 -5
 2021 144 9 -4
 2021 144 10 -4
 2021 144 11 -4
 2021 144 12 -5
 2021 144 13 -4
 2021 144 14 -4
 2021 144 15 -3
 2021 144 16 -4
 2021 144 17 -3
 2021 144 18 1
 2021 144 19 -1
 2021 144 20 -5
 2021 144 21 -7
 2021 144 22 -6
 2021 144 23 -2
 2021 145 0 1
 2021 145 1 1
 2021 145 2 1
 2021 145 3 0
 2021 145 4 0
 2021 145 5 -1
 2021 145 6 -1
 2021 145 7 2
 2021 145 8 3
 2021 145 9 5
 2021 145 10 2
 2021 145 11 -1
 2021 145 12 -1
 2021 145 13 3
 2021 145 14 4
 2021 145 15 5
 2021 145 16 5
 2021 145 17 7
 2021 145 18 8
 2021 145 19 8
 2021 145 20 3
 2021 145 21 1
 2021 145 22 0
 2021 145 23 -2
 2021 146 0 2
 2021 146 1 6
 2021 146 2 7
 2021 146 3 10
 2021 146 4 9
 2021 146 5 9
 2021 146 6 4
 2021 146 7 2
 2021 146 8 0
 2021 146 9 3
 2021 146 10 3
 2021 146 11 4
 2021 146 12 7
 2021 146 13 23
 2021 146 14 25
 2021 146 15 33
 2021 146 16 40
 2021 146 17 39
 2021 146 18 28
 2021 146 19 17
 2021 146 20 16
 2021 146 21 19
 2021 146 22 25
 2021 146 23 11
 2021 147 0 13
 2021 147 1 -2
 2021 147 2 -6
 2021 147 3 -3
 2021 147 4 -5
 2021 147 5 -4
 2021 147 6 -4
 2021 147 7 -20
 2021 147 8 -28
 2021 147 9 -19
 2021 147 10 -19
 2021 147 11 -17
 2021 147 12 -14
 2021 147 13 -8
 2021 147 14 -6
 2021 147 15 -5
 2021 147 16 -4
 2021 147 17 -10
 2021 147 18 -7
 2021 147 19 -4
 2021 147 20 -8
 2021 147 21 -9
 2021 147 22 -13
 2021 147 23 -14
 2021 148 0 -12
 2021 148 1 -10
 2021 148 2 -11
 2021 148 3 -12
 2021 148 4 -11
 2021 148 5 -10
 2021 148 6 -11
 2021 148 7 -11
 2021 148 8 -11
 2021 148 9 -11
 2021 148 10 -10
 2021 148 11 -9
 2021 148 12 -8
 2021 148 13 -6
 2021 148 14 -5
 2021 148 15 -5
 2021 148 16 -4
 2021 148 17 -4
 2021 148 18 -4
 2021 148 19 -3
 2021 148 20 -5
 2021 148 21 -4
 2021 148 22 -6
 2021 148 23 -8
 2021 149 0 -7
 2021 149 1 -4
 2021 149 2 -2
 2021 149 3 -3
 2021 149 4 -3
 2021 149 5 0
 2021 149 6 4
 2021 149 7 2
 2021 149 8 2
 2021 149 9 0
 2021 149 10 -2
 2021 149 11 -7
 2021 149 12 -8
 2021 149 13 -2
 2021 149 14 -5
 2021 149 15 -2
 2021 149 16 -2
 2021 149 17 -2
 2021 149 18 1
 2021 149 19 4
 2021 149 20 6
 2021 149 21 7
 2021 149 22 -7
 2021 149 23 -8
 2021 150 0 -3
 2021 150 1 3
 2021 150 2 1
 2021 150 3 2
 2021 150 4 3
 2021 150 5 0
 2021 150 6 0
 2021 150 7 0
 2021 150 8 -1
 2021 150 9 2
 2021 150 10 3
 2021 150 11 5
 2021 150 12 6
 2021 150 13 5
 2021 150 14 2
 2021 150 15 1
 2021 150 16 3
 2021 150 17 7
 2021 150 18 10
 2021 150 19 11
 2021 150 20 8
 2021 150 21 0
 2021 150 22 -3
 2021 150 23 -3
 2021 151 0 -1
 2021 151 1 4
 2021 151 2 8
 2021 151 3 8
 2021 151 4 7
 2021 151 5 5
 2021 151 6 2
 2021 151 7 0
 2021 151 8 -2
 2021 151 9 0
 2021 151 10 1
 2021 151 11 2
 2021 151 12 1
 2021 151 13 -1
 2021 151 14 -2
 2021 151 15 -5
 2021 151 16 -6
 2021 151 17 -2
 2021 151 18 3
 2021 151 19 3
 2021 151 20 -1
 2021 151 21 -2
 2021 151 22 -3
 2021 151 23 -3
 2021 152 0 -3
 2021 152 1 0
 2021 152 2 5
 2021 152 3 5
 2021 152 4 2
 2021 152 5 1
 2021 152 6 1
 2021 152 7 0
 2021 152 8 -1
 2021 152 9 -1
 2021 152 10 -1
 2021 152 11 0
 2021 152 12 2
 2021 152 13 3
 2021 152 14 4
 2021 152 15 4
 2021 152 16 5
 2021 152 17 5
 2021 152 18 5
 2021 152 19 4
 2021 152 20 2
 2021 152 21 1
 2021 152 22 3
 2021 152 23 3
 2021 153 0 5
 2021 153 1 7
 2021 153 2 4
 2021 153 3 3
 2021 153 4 1
 2021 153 5 2
 2021 153 6 4
 2021 153 7 4
 2021 153 8 4
 2021 153 9 3
 2021 153 10 3
 2021 153 11 3
 2021 153 12 6
 2021 153 13 14
 2021 153 14 20
 2021 153 15 17
 2021 153 16 16
 2021 153 17 13
 2021 153 18 14
 2021 153 19 11
 2021 153 20 10
 2021 153 21 10
 2021 153 22 11
 2021 153 23 12
 2021 154 0 20
 2021 154 1 26
 2021 154 2 21
 2021 154 3 15
 2021 154 4 12
 2021 154 5 15
 2021 154 6 13
 2021 154 7 6
 2021 154 8 -1
 2021 154 9 -8
 2021 154 10 -6
 2021 154 11 -3
 2021 154 12 -2
 2021 154 13 -2
 2021 154 14 -3
 2021 154 15 -2
 2021 154 16 -2
 2021 154 17 -2
 2021 154 18 -2
 2021 154 19 -2
 2021 154 20 -1
 2021 154 21 -1
 2021 154 22 0
 2021 154 23 0
 2021 155 0 4
 2021 155 1 7
 2021 155 2 6
 2021 155 3 4
 2021 155 4 1
 2021 155 5 1
 2021 155 6 3
 2021 155 7 4
 2021 155 8 3
 2021 155 9 1
 2021 155 10 -3
 2021 155 11 -3
 2021 155 12 -1
 2021 155 13 4
 2021 155 14 7
 2021 155 15 4
 2021 155 16 5
 2021 155 17 3
 2021 155 18 1
 2021 155 19 -5
 2021 155 20 -6
 2021 155 21 -6
 2021 155 22 -6
 2021 155 23 -3
 2021 156 0 2
 2021 156 1 4
 2021 156 2 3
 2021 156 3 1
 2021 156 4 2
 2021 156 5 4
 2021 156 6 6
 2021 156 7 6
 2021 156 8 3
 2021 156 9 2
 2021 156 10 2
 2021 156 11 -1
 2021 156 12 -4
 2021 156 13 -2
 2021 156 14 3
 2021 156 15 7
 2021 156 16 7
 2021 156 17 8
 2021 156 18 8
 2021 156 19 5
 2021 156 20 7
 2021 156 21 7
 2021 156 22 6
 2021 156 23 5
 2021 157 0 4
 2021 157 1 4
 2021 157 2 3
 2021 157 3 3
 2021 157 4 0
 2021 157 5 -1
 2021 157 6 0
 2021 157 7 0
 2021 157 8 -2
 2021 157 9 -3
 2021 157 10 -5
 2021 157 11 -5
 2021 157 12 -2
 2021 157 13 2
 2021 157 14 4
 2021 157 15 3
 2021 157 16 3
 2021 157 17 3
 2021 157 18 3
 2021 157 19 6
 2021 157 20 4
 2021 157 21 9
 2021 157 22 11
 2021 157 23 4
 2021 158 0 5
 2021 158 1 7
 2021 158 2 7
 2021 158 3 7
 2021 158 4 4
 2021 158 5 4
 2021 158 6 12
 2021 158 7 21
 2021 158 8 21
 2021 158 9 19
 2021 158 10 21
 2021 158 11 14
 2021 158 12 8
 2021 158 13 8
 2021 158 14 15
 2021 158 15 16
 2021 158 16 14
 2021 158 17 11
 2021 158 18 -1
 2021 158 19 -10
 2021 158 20 -14
 2021 158 21 -11
 2021 158 22 -7
 2021 158 23 -10
 2021 159 0 -15
 2021 159 1 -13
 2021 159 2 -12
 2021 159 3 -10
 2021 159 4 -13
 2021 159 5 -11
 2021 159 6 -9
 2021 159 7 -9
 2021 159 8 -8
 2021 159 9 -10
 2021 159 10 -11
 2021 159 11 -10
 2021 159 12 -10
 2021 159 13 -10
 2021 159 14 -10
 2021 159 15 -5
 2021 159 16 -1
 2021 159 17 0
 2021 159 18 -2
 2021 159 19 -5
 2021 159 20 -5
 2021 159 21 -5
 2021 159 22 -1
 2021 159 23 -1
 2021 160 0 -1
 2021 160 1 0
 2021 160 2 -1
 2021 160 3 -1
 2021 160 4 -1
 2021 160 5 -1
 2021 160 6 -1
 2021 160 7 -1
 2021 160 8 0
 2021 160 9 1
 2021 160 10 1
 2021 160 11 0
 2021 160 12 0
 2021 160 13 -1
 2021 160 14 -2
 2021 160 15 -1
 2021 160 16 -1
 2021 160 17 -3
 2021 160 18 -2
 2021 160 19 -2
 2021 160 20 0
 2021 160 21 1
 2021 160 22 -1
 2021 160 23 -2
 2021 161 0 -5
 2021 161 1 -3
 2021 161 2 -2
 2021 161 3 -1
 2021 161 4 0
 2021 161 5 2
 2021 161 6 4
 2021 161 7 7
 2021 161 8 7
 2021 161 9 5
 2021 161 10 4
 2021 161 11 6
 2021 161 12 10
 2021 161 13 12
 2021 161 14 10
 2021 161 15 9
 2021 161 16 7
 2021 161 17 5
 2021 161 18 5
 2021 161 19 5
 2021 161 20 5
 2021 161 21 3
 2021 161 22 1
 2021 161 23 0
 2021 162 0 2
 2021 162 1 8
 2021 162 2 2
 2021 162 3 -7
 2021 162 4 -12
 2021 162 5 -13
 2021 162 6 -16
 2021 162 7 -24
 2021 162 8 -29
 2021 162 9 -34
 2021 162 10 -37
 2021 162 11 -36
 2021 162 12 -35
 2021 162 13 -34
 2021 162 14 -32
 2021 162 15 -30
 2021 162 16 -28
 2021 162 17 -26
 2021 162 18 -26
 2021 162 19 -28
 2021 162 20 -25
 2021 162 21 -24
 2021 162 22 -21
 2021 162 23 -18
 2021 163 0 -16
 2021 163 1 -20
 2021 163 2 -23
 2021 163 3 -27
 2021 163 4 -29
 2021 163 5 -27
 2021 163 6 -19
 2021 163 7 -15
 2021 163 8 -10
 2021 163 9 -5
 2021 163 10 -5
 2021 163 11 0
 2021 163 12 0
 2021 163 13 -1
 2021 163 14 -1
 2021 163 15 1
 2021 163 16 -2
 2021 163 17 -2
 2021 163 18 -2
 2021 163 19 -4
 2021 163 20 -5
 2021 163 21 -6
 2021 163 22 -10
 2021 163 23 -5
 2021 164 0 -7
 2021 164 1 -15
 2021 164 2 -18
 2021 164 3 -19
 2021 164 4 -16
 2021 164 5 -13
 2021 164 6 -14
 2021 164 7 -14
 2021 164 8 -13
 2021 164 9 -14
 2021 164 10 -13
 2021 164 11 -10
 2021 164 12 -6
 2021 164 13 -3
 2021 164 14 -2
 2021 164 15 -1
 2021 164 16 -1
 2021 164 17 -6
 2021 164 18 -7
 2021 164 19 -7
 2021 164 20 -6
 2021 164 21 -7
 2021 164 22 -7
 2021 164 23 -6
 2021 165 0 -4
 2021 165 1 -1
 2021 165 2 -2
 2021 165 3 -3
